Subject,Activity,variable,Mean
18,WALKING_UPSTAIRS,fBodyBodyGyroMag.std..,-0.789777674554945
18,WALKING_UPSTAIRS,fBodyBodyGyroJerkMag.mean..,-0.88466302260989
18,WALKING_UPSTAIRS,fBodyBodyGyroJerkMag.std..,-0.902206780607143
19,STANDING,tBodyAccMag.mean..,-0.531507362111361
19,STANDING,tBodyAccMag.std..,-0.599552767486306
19,STANDING,tGravityAccMag.mean..,-0.531507362111361
19,STANDING,tGravityAccMag.std..,-0.599552767486306
19,STANDING,tBodyAccJerkMag.mean..,-0.5762252472125
19,STANDING,tBodyAccJerkMag.std..,-0.601918552871944
19,STANDING,tBodyGyroMag.mean..,-0.548919668132222
19,STANDING,tBodyGyroMag.std..,-0.610093380740278
19,STANDING,tBodyGyroJerkMag.mean..,-0.683436541824444
19,STANDING,tBodyGyroJerkMag.std..,-0.7255986988425
19,STANDING,fBodyAccMag.mean..,-0.556404444967972
19,STANDING,fBodyAccMag.std..,-0.689860920113889
19,STANDING,fBodyBodyAccJerkMag.mean..,-0.576064647812278
19,STANDING,fBodyBodyAccJerkMag.std..,-0.641089005857778
19,STANDING,fBodyBodyGyroMag.mean..,-0.636287999799167
19,STANDING,fBodyBodyGyroMag.std..,-0.662325968145833
19,STANDING,fBodyBodyGyroJerkMag.mean..,-0.719519008752778
19,STANDING,fBodyBodyGyroJerkMag.std..,-0.754223739441667
20,WALKING_UPSTAIRS,tBodyAccMag.mean..,-0.517257429345412
20,WALKING_UPSTAIRS,tBodyAccMag.std..,-0.572325820319209
20,WALKING_UPSTAIRS,tGravityAccMag.mean..,-0.517257429345412
20,WALKING_UPSTAIRS,tGravityAccMag.std..,-0.572325820319209
20,WALKING_UPSTAIRS,tBodyAccJerkMag.mean..,-0.619698756735028
20,WALKING_UPSTAIRS,tBodyAccJerkMag.std..,-0.588644307467599
20,WALKING_UPSTAIRS,tBodyGyroMag.mean..,-0.516861235888701
20,WALKING_UPSTAIRS,tBodyGyroMag.std..,-0.580023613494576
20,WALKING_UPSTAIRS,tBodyGyroJerkMag.mean..,-0.684048497355932
20,WALKING_UPSTAIRS,tBodyGyroJerkMag.std..,-0.683503744537853
20,WALKING_UPSTAIRS,fBodyAccMag.mean..,-0.560278889421186
20,WALKING_UPSTAIRS,fBodyAccMag.std..,-0.648306198707062
20,WALKING_UPSTAIRS,fBodyBodyAccJerkMag.mean..,-0.584571446817062
20,WALKING_UPSTAIRS,fBodyBodyAccJerkMag.std..,-0.597351046813729
20,WALKING_UPSTAIRS,fBodyBodyGyroMag.mean..,-0.606970915061638
20,WALKING_UPSTAIRS,fBodyBodyGyroMag.std..,-0.635816314618644
20,WALKING_UPSTAIRS,fBodyBodyGyroJerkMag.mean..,-0.692638075749774
20,WALKING_UPSTAIRS,fBodyBodyGyroJerkMag.std..,-0.694680032329943
21,STANDING,tBodyAccMag.mean..,-0.620309259553676
21,STANDING,tBodyAccMag.std..,-0.6601960145
21,STANDING,tGravityAccMag.mean..,-0.620309259553676
21,STANDING,tGravityAccMag.std..,-0.6601960145
21,STANDING,tBodyAccJerkMag.mean..,-0.703461275879657
21,STANDING,tBodyAccJerkMag.std..,-0.680069218953922
21,STANDING,tBodyGyroMag.mean..,-0.693779224517157
21,STANDING,tBodyGyroMag.std..,-0.761303119652451
21,STANDING,tBodyGyroJerkMag.mean..,-0.807817403137255
21,STANDING,tBodyGyroJerkMag.std..,-0.82408989995098
21,STANDING,fBodyAccMag.mean..,-0.658664719514706
21,STANDING,fBodyAccMag.std..,-0.714345739215931
21,STANDING,fBodyBodyAccJerkMag.mean..,-0.679742584809363
21,STANDING,fBodyBodyAccJerkMag.std..,-0.683725127418382
21,STANDING,fBodyBodyGyroMag.mean..,-0.776473060171569
21,STANDING,fBodyBodyGyroMag.std..,-0.793158526279412
21,STANDING,fBodyBodyGyroJerkMag.mean..,-0.826275026053922
21,STANDING,fBodyBodyGyroJerkMag.std..,-0.834949863259804
22,STANDING,tBodyAccMag.mean..,-0.504099198287601
22,STANDING,tBodyAccMag.std..,-0.595953853592586
22,STANDING,tGravityAccMag.mean..,-0.504099198287601
22,STANDING,tGravityAccMag.std..,-0.595953853592586
22,STANDING,tBodyAccJerkMag.mean..,-0.609772829890966
22,STANDING,tBodyAccJerkMag.std..,-0.589823140414673
22,STANDING,tBodyGyroMag.mean..,-0.637666108456075
22,STANDING,tBodyGyroMag.std..,-0.67637856158162
22,STANDING,tBodyGyroJerkMag.mean..,-0.794681311214953
22,STANDING,tBodyGyroJerkMag.std..,-0.82649344800623
22,STANDING,fBodyAccMag.mean..,-0.574333164853583
22,STANDING,fBodyAccMag.std..,-0.673896212809346
22,STANDING,fBodyBodyAccJerkMag.mean..,-0.585442501515888
22,STANDING,fBodyBodyAccJerkMag.std..,-0.599286879114019
22,STANDING,fBodyBodyGyroMag.mean..,-0.728166770031153
22,STANDING,fBodyBodyGyroMag.std..,-0.699600086233645
22,STANDING,fBodyBodyGyroJerkMag.mean..,-0.830191956697819
22,STANDING,fBodyBodyGyroJerkMag.std..,-0.835597218255452
23,STANDING,tBodyAccMag.mean..,-0.532754757205108
23,STANDING,tBodyAccMag.std..,-0.56557562579215
23,STANDING,tGravityAccMag.mean..,-0.532754757205108
23,STANDING,tGravityAccMag.std..,-0.56557562579215
23,STANDING,tBodyAccJerkMag.mean..,-0.58640067170914
23,STANDING,tBodyAccJerkMag.std..,-0.55872531418629
23,STANDING,tBodyGyroMag.mean..,-0.544207964433387
23,STANDING,tBodyGyroMag.std..,-0.541949073660753
23,STANDING,tBodyGyroJerkMag.mean..,-0.623412641977151
23,STANDING,tBodyGyroJerkMag.std..,-0.573942888021613
23,STANDING,fBodyAccMag.mean..,-0.529029284118011
23,STANDING,fBodyAccMag.std..,-0.657048917971505
23,STANDING,fBodyBodyAccJerkMag.mean..,-0.542663319457527
23,STANDING,fBodyBodyAccJerkMag.std..,-0.583832309145968
23,STANDING,fBodyBodyGyroMag.mean..,-0.534657191683602
23,STANDING,fBodyBodyGyroMag.std..,-0.632288527203763
23,STANDING,fBodyBodyGyroJerkMag.mean..,-0.584111049810215
23,STANDING,fBodyBodyGyroJerkMag.std..,-0.593735302105376
24,WALKING_UPSTAIRS,tBodyAccMag.mean..,-0.620032665162467
24,WALKING_UPSTAIRS,tBodyAccMag.std..,-0.650862147810236
24,WALKING_UPSTAIRS,tGravityAccMag.mean..,-0.620032665162467
24,WALKING_UPSTAIRS,tGravityAccMag.std..,-0.650862147810236
24,WALKING_UPSTAIRS,tBodyAccJerkMag.mean..,-0.713667423769029
24,WALKING_UPSTAIRS,tBodyAccJerkMag.std..,-0.689391189346457
24,WALKING_UPSTAIRS,tBodyGyroMag.mean..,-0.682447212750656
24,WALKING_UPSTAIRS,tBodyGyroMag.std..,-0.742983126606299
24,WALKING_UPSTAIRS,tBodyGyroJerkMag.mean..,-0.791646550787402
24,WALKING_UPSTAIRS,tBodyGyroJerkMag.std..,-0.788997850813648
24,WALKING_UPSTAIRS,fBodyAccMag.mean..,-0.650121872273806
24,WALKING_UPSTAIRS,fBodyAccMag.std..,-0.705928425819685
24,WALKING_UPSTAIRS,fBodyBodyAccJerkMag.mean..,-0.696845583388451
24,WALKING_UPSTAIRS,fBodyBodyAccJerkMag.std..,-0.682447145993307
24,WALKING_UPSTAIRS,fBodyBodyGyroMag.mean..,-0.754131617480315
24,WALKING_UPSTAIRS,fBodyBodyGyroMag.std..,-0.782076276167979
24,WALKING_UPSTAIRS,fBodyBodyGyroJerkMag.mean..,-0.795019165380577
24,WALKING_UPSTAIRS,fBodyBodyGyroJerkMag.std..,-0.796157264514436
25,LAYING,tBodyAccMag.mean..,-0.242882056238806
25,LAYING,tBodyAccMag.std..,-0.355656243895522
25,LAYING,tGravityAccMag.mean..,-0.242882056238806
25,LAYING,tGravityAccMag.std..,-0.355656243895522
25,LAYING,tBodyAccJerkMag.mean..,-0.544945887313433
25,LAYING,tBodyAccJerkMag.std..,-0.543349355671642
25,LAYING,tBodyGyroMag.mean..,-0.234817039132836
25,LAYING,tBodyGyroMag.std..,-0.349989404771642
25,LAYING,tBodyGyroJerkMag.mean..,-0.682856995671642
25,LAYING,tBodyGyroJerkMag.std..,-0.722952022835821
25,LAYING,fBodyAccMag.mean..,-0.381844136656716
25,LAYING,fBodyAccMag.std..,-0.441953191044776
25,LAYING,fBodyBodyAccJerkMag.mean..,-0.529074730447761
25,LAYING,fBodyBodyAccJerkMag.std..,-0.566815624477612
25,LAYING,fBodyBodyGyroMag.mean..,-0.482637288955224
25,LAYING,fBodyBodyGyroMag.std..,-0.379517451373134
25,LAYING,fBodyBodyGyroJerkMag.mean..,-0.725791752835821
25,LAYING,fBodyBodyGyroJerkMag.std..,-0.739360746865672
25,STANDING,tBodyAccMag.mean..,-0.650083046388889
25,STANDING,tBodyAccMag.std..,-0.718445536415205
25,STANDING,tGravityAccMag.mean..,-0.650083046388889
25,STANDING,tGravityAccMag.std..,-0.718445536415205
25,STANDING,tBodyAccJerkMag.mean..,-0.830168934298246
25,STANDING,tBodyAccJerkMag.std..,-0.826901775204678
25,STANDING,tBodyGyroMag.mean..,-0.702316028245614
25,STANDING,tBodyGyroMag.std..,-0.750813458773684
25,STANDING,tBodyGyroJerkMag.mean..,-0.882302748976608
25,STANDING,tBodyGyroJerkMag.std..,-0.902127701491228
25,STANDING,fBodyAccMag.mean..,-0.756372819397661
25,STANDING,fBodyAccMag.std..,-0.745013505982456
25,STANDING,fBodyBodyAccJerkMag.mean..,-0.828189280994152
25,STANDING,fBodyBodyAccJerkMag.std..,-0.826006345409357
25,STANDING,fBodyBodyGyroMag.mean..,-0.807444065877193
25,STANDING,fBodyBodyGyroMag.std..,-0.759451745578947
25,STANDING,fBodyBodyGyroJerkMag.mean..,-0.905391691608187
25,STANDING,fBodyBodyGyroJerkMag.std..,-0.904819432807017
26,LAYING,tBodyAccMag.mean..,-0.600932264175765
26,LAYING,tBodyAccMag.std..,-0.620355788665816
26,LAYING,tGravityAccMag.mean..,-0.600932264175765
26,LAYING,tGravityAccMag.std..,-0.620355788665816
26,LAYING,tBodyAccJerkMag.mean..,-0.694917859209184
26,LAYING,tBodyAccJerkMag.std..,-0.677426336392347
26,LAYING,tBodyGyroMag.mean..,-0.694597662936224
26,LAYING,tBodyGyroMag.std..,-0.751833690215051
26,LAYING,tBodyGyroJerkMag.mean..,-0.798325916709184
26,LAYING,tBodyGyroJerkMag.std..,-0.818279112908163
26,LAYING,fBodyAccMag.mean..,-0.6317569828625
26,LAYING,fBodyAccMag.std..,-0.673917799546684
26,LAYING,fBodyBodyAccJerkMag.mean..,-0.679278323637755
26,LAYING,fBodyBodyAccJerkMag.std..,-0.678025758312755
26,LAYING,fBodyBodyGyroMag.mean..,-0.770504884821429
26,LAYING,fBodyBodyGyroMag.std..,-0.782624320831633
26,LAYING,fBodyBodyGyroJerkMag.mean..,-0.823865297193878
26,LAYING,fBodyBodyGyroJerkMag.std..,-0.823991408418367
27,LAYING,tBodyAccMag.mean..,-0.627947737417819
27,LAYING,tBodyAccMag.std..,-0.677874152031915
27,LAYING,tGravityAccMag.mean..,-0.627947737417819
27,LAYING,tGravityAccMag.std..,-0.677874152031915
27,LAYING,tBodyAccJerkMag.mean..,-0.70180744799867
27,LAYING,tBodyAccJerkMag.std..,-0.696003354282979
27,LAYING,tBodyGyroMag.mean..,-0.694016019806117
27,LAYING,tBodyGyroMag.std..,-0.754713306440957
27,LAYING,tBodyGyroJerkMag.mean..,-0.823067662473404
27,LAYING,tBodyGyroJerkMag.std..,-0.837212879564096
27,LAYING,fBodyAccMag.mean..,-0.667185803946808
27,LAYING,fBodyAccMag.std..,-0.734883056953989
27,LAYING,fBodyBodyAccJerkMag.mean..,-0.688572791044947
27,LAYING,fBodyBodyAccJerkMag.std..,-0.707531366315426
27,LAYING,fBodyBodyGyroMag.mean..,-0.785953610106383
27,LAYING,fBodyBodyGyroMag.std..,-0.777810418832447
27,LAYING,fBodyBodyGyroJerkMag.mean..,-0.837585999827128
27,LAYING,fBodyBodyGyroJerkMag.std..,-0.848260021656915
28,LAYING,tBodyAccMag.mean..,-0.610030902501309
28,LAYING,tBodyAccMag.std..,-0.635821226515969
28,LAYING,tGravityAccMag.mean..,-0.610030902501309
28,LAYING,tGravityAccMag.std..,-0.635821226515969
28,LAYING,tBodyAccJerkMag.mean..,-0.689429387759162
28,LAYING,tBodyAccJerkMag.std..,-0.687703433627487
28,LAYING,tBodyGyroMag.mean..,-0.648538641430367
28,LAYING,tBodyGyroMag.std..,-0.710956808836911
28,LAYING,tBodyGyroJerkMag.mean..,-0.78929494326178
28,LAYING,tBodyGyroJerkMag.std..,-0.805738383010471
28,LAYING,fBodyAccMag.mean..,-0.628763247405236
28,LAYING,fBodyAccMag.std..,-0.696993999667801
28,LAYING,fBodyBodyAccJerkMag.mean..,-0.675428720467801
28,LAYING,fBodyBodyAccJerkMag.std..,-0.706415829342932
28,LAYING,fBodyBodyGyroMag.mean..,-0.73790809206911
28,LAYING,fBodyBodyGyroMag.std..,-0.743784612693717
28,LAYING,fBodyBodyGyroJerkMag.mean..,-0.806882151753927
28,LAYING,fBodyBodyGyroJerkMag.std..,-0.818448508376963
29,LAYING,tBodyAccMag.mean..,-0.553585593347965
29,LAYING,tBodyAccMag.std..,-0.579067216088081
29,LAYING,tGravityAccMag.mean..,-0.553585593347965
29,LAYING,tGravityAccMag.std..,-0.579067216088081
29,LAYING,tBodyAccJerkMag.mean..,-0.664538060484884
29,LAYING,tBodyAccJerkMag.std..,-0.620472049862791
29,LAYING,tBodyGyroMag.mean..,-0.602228993700349
29,LAYING,tBodyGyroMag.std..,-0.653732301592151
29,LAYING,tBodyGyroJerkMag.mean..,-0.802293906366279
29,LAYING,tBodyGyroJerkMag.std..,-0.840156364186047
29,LAYING,fBodyAccMag.mean..,-0.589294014734302
29,LAYING,fBodyAccMag.std..,-0.639314176054942
29,LAYING,fBodyBodyAccJerkMag.mean..,-0.609879937469099
29,LAYING,fBodyBodyAccJerkMag.std..,-0.636434470547384
29,LAYING,fBodyBodyGyroMag.mean..,-0.722018434984302
29,LAYING,fBodyBodyGyroMag.std..,-0.671454324368401
29,LAYING,fBodyBodyGyroJerkMag.mean..,-0.840464164156977
29,LAYING,fBodyBodyGyroJerkMag.std..,-0.851462426569767
30,LAYING,tBodyAccMag.mean..,-0.538131194183003
30,LAYING,tBodyAccMag.std..,-0.588158111633681
30,LAYING,tGravityAccMag.mean..,-0.538131194183003
30,LAYING,tGravityAccMag.std..,-0.588158111633681
30,LAYING,tBodyAccJerkMag.mean..,-0.697050126998956
30,LAYING,tBodyAccJerkMag.std..,-0.658972148093473
30,LAYING,tBodyGyroMag.mean..,-0.510032754098198
30,LAYING,tBodyGyroMag.std..,-0.573779428671018
30,LAYING,tBodyGyroJerkMag.mean..,-0.785870931331593
30,LAYING,tBodyGyroJerkMag.std..,-0.810398514673629
30,LAYING,fBodyAccMag.mean..,-0.600372067046214
30,LAYING,fBodyAccMag.std..,-0.646522810920757
30,LAYING,fBodyBodyAccJerkMag.mean..,-0.656339723754047
30,LAYING,fBodyBodyAccJerkMag.std..,-0.664600262443812
30,LAYING,fBodyBodyGyroMag.mean..,-0.669600510563003
30,LAYING,fBodyBodyGyroMag.std..,-0.589192650089817
30,LAYING,fBodyBodyGyroJerkMag.mean..,-0.811292332428198
30,LAYING,fBodyBodyGyroJerkMag.std..,-0.822805618746736
